39.94 W, 32, 30, 0 %, 0 %
39.94 W, 33, 30, 0 %, 0 %
39.94 W, 33, 30, 0 %, 0 %
39.94 W, 33, 30, 0 %, 0 %
61.03 W, 34, 30, 21 %, 1 %
61.03 W, 34, 30, 18 %, 1 %
61.03 W, 34, 30, 21 %, 1 %
61.03 W, 34, 30, 20 %, 1 %
61.03 W, 34, 30, 17 %, 1 %
76.21 W, 34, 31, 99 %, 5 %
67.42 W, 34, 31, 0 %, 0 %
67.42 W, 34, 31, 0 %, 0 %
62.96 W, 34, 31, 4 %, 0 %
181.16 W, 37, 34, 84 %, 24 %
165.50 W, 37, 33, 38 %, 13 %
233.20 W, 40, 36, 88 %, 28 %
224.41 W, 40, 36, 89 %, 28 %
193.39 W, 40, 37, 90 %, 27 %
183.23 W, 41, 38, 88 %, 27 %
223.92 W, 42, 37, 88 %, 28 %
189.96 W, 42, 38, 90 %, 28 %
184.58 W, 42, 38, 90 %, 28 %
227.98 W, 42, 38, 88 %, 28 %
213.31 W, 42, 39, 89 %, 28 %
197.79 W, 43, 39, 90 %, 28 %
228.96 W, 43, 39, 87 %, 27 %
165.12 W, 43, 39, 90 %, 29 %
231.74 W, 44, 40, 88 %, 27 %
206.60 W, 44, 40, 88 %, 28 %
187.03 W, 44, 41, 90 %, 28 %
233.20 W, 45, 40, 89 %, 27 %
219.03 W, 44, 41, 88 %, 28 %
187.03 W, 45, 41, 89 %, 29 %
221.13 W, 45, 41, 88 %, 27 %
199.75 W, 45, 42, 89 %, 28 %
225.87 W, 45, 42, 90 %, 28 %
222.11 W, 45, 41, 88 %, 27 %
166.10 W, 46, 42, 88 %, 28 %
182.74 W, 46, 42, 89 %, 28 %
212.19 W, 46, 43, 79 %, 38 %
72.28 W, 43, 39, 3 %, 0 %
237.76 W, 46, 42, 90 %, 29 %
223.92 W, 46, 42, 92 %, 28 %
195.47 W, 46, 43, 89 %, 27 %
188.49 W, 47, 43, 88 %, 28 %
234.67 W, 47, 43, 88 %, 28 %
225.04 W, 47, 43, 88 %, 28 %
191.92 W, 47, 44, 83 %, 26 %
219.03 W, 47, 44, 84 %, 27 %
192.41 W, 48, 44, 90 %, 29 %
236.62 W, 48, 44, 90 %, 28 %
222.11 W, 48, 44, 88 %, 28 %
199.62 W, 48, 45, 87 %, 28 %
236.13 W, 48, 45, 90 %, 27 %
179.20 W, 48, 45, 87 %, 27 %
234.67 W, 49, 45, 89 %, 29 %
212.33 W, 49, 46, 88 %, 27 %
188.98 W, 49, 45, 87 %, 27 %
231.10 W, 49, 45, 89 %, 27 %
210.02 W, 49, 46, 89 %, 27 %
191.43 W, 49, 46, 88 %, 28 %
234.18 W, 49, 45, 90 %, 29 %
219.18 W, 49, 45, 90 %, 28 %
200.60 W, 49, 46, 88 %, 28 %
233.69 W, 49, 45, 90 %, 29 %
136.32 W, 48, 45, 89 %, 27 %
211.70 W, 48, 46, 79 %, 37 %
170.50 W, 47, 44, 85 %, 27 %
185.68 W, 48, 45, 87 %, 28 %
229.63 W, 48, 45, 89 %, 28 %
185.68 W, 48, 46, 92 %, 28 %
190.45 W, 48, 45, 90 %, 28 %
237.76 W, 48, 45, 88 %, 28 %
210.38 W, 48, 45, 89 %, 28 %
194.37 W, 48, 45, 88 %, 27 %
226.51 W, 48, 45, 87 %, 28 %
202.55 W, 48, 45, 92 %, 28 %
238.58 W, 48, 45, 89 %, 28 %
223.09 W, 48, 45, 87 %, 28 %
188.01 W, 48, 45, 88 %, 27 %
222.45 W, 48, 45, 87 %, 27 %
202.06 W, 48, 45, 89 %, 28 %
236.29 W, 48, 44, 89 %, 28 %
201.22 W, 48, 45, 88 %, 28 %
222.11 W, 48, 45, 90 %, 28 %
213.31 W, 48, 45, 87 %, 28 %
212.96 W, 48, 45, 91 %, 28 %
224.90 W, 48, 45, 91 %, 28 %
192.41 W, 48, 45, 86 %, 28 %
230.76 W, 48, 45, 89 %, 28 %
182.86 W, 48, 45, 88 %, 27 %
238.58 W, 48, 45, 87 %, 27 %
175.40 W, 46, 43, 43 %, 13 %
218.54 W, 48, 46, 78 %, 36 %
236.62 W, 48, 44, 84 %, 27 %
216.24 W, 48, 45, 90 %, 28 %
192.90 W, 48, 45, 89 %, 27 %
219.18 W, 48, 45, 89 %, 28 %
238.58 W, 48, 45, 90 %, 27 %
226.36 W, 48, 45, 88 %, 28 %
192.41 W, 48, 45, 92 %, 28 %
216.73 W, 48, 45, 89 %, 28 %
228.32 W, 48, 45, 88 %, 28 %
174.31 W, 48, 45, 90 %, 28 %
189.47 W, 49, 45, 89 %, 27 %
229.14 W, 48, 45, 87 %, 28 %
205.13 W, 48, 46, 90 %, 28 %
189.96 W, 49, 46, 91 %, 28 %
237.27 W, 49, 46, 89 %, 28 %
172.35 W, 48, 46, 87 %, 28 %
236.13 W, 49, 46, 90 %, 28 %
222.45 W, 49, 45, 90 %, 28 %
170.01 W, 49, 46, 88 %, 28 %
237.11 W, 49, 46, 88 %, 28 %
218.69 W, 49, 46, 90 %, 28 %
189.47 W, 49, 46, 89 %, 28 %
230.76 W, 49, 45, 87 %, 27 %
170.01 W, 49, 46, 91 %, 28 %
219.81 W, 49, 46, 87 %, 27 %
214.78 W, 48, 46, 78 %, 37 %
71.79 W, 45, 43, 4 %, 0 %
214.92 W, 48, 46, 87 %, 28 %
238.91 W, 49, 46, 89 %, 29 %
220.64 W, 49, 46, 88 %, 28 %
188.98 W, 49, 46, 90 %, 27 %
222.11 W, 49, 45, 86 %, 27 %
173.44 W, 49, 46, 90 %, 28 %
226.36 W, 49, 46, 88 %, 28 %
197.79 W, 49, 46, 89 %, 28 %
240.20 W, 49, 46, 91 %, 28 %
226.85 W, 49, 46, 89 %, 29 %
187.52 W, 49, 46, 88 %, 28 %
203.17 W, 49, 46, 90 %, 28 %
229.14 W, 49, 46, 89 %, 27 %
176.87 W, 49, 46, 87 %, 28 %
220.30 W, 49, 46, 90 %, 29 %
229.78 W, 49, 46, 90 %, 28 %
187.52 W, 49, 46, 87 %, 28 %
183.23 W, 49, 46, 88 %, 28 %
231.40 W, 49, 46, 90 %, 28 %
169.52 W, 49, 47, 88 %, 28 %
186.17 W, 49, 47, 88 %, 28 %
234.67 W, 49, 46, 89 %, 28 %
214.78 W, 49, 47, 89 %, 27 %
199.62 W, 50, 47, 88 %, 28 %
241.02 W, 49, 46, 89 %, 28 %
186.17 W, 49, 46, 74 %, 35 %
236.13 W, 48, 45, 75 %, 23 %
206.46 W, 49, 46, 91 %, 28 %
194.86 W, 49, 46, 90 %, 28 %
