40.43 W, 34, 32, 0 %, 0 %
40.43 W, 34, 32, 0 %, 0 %
58.58 W, 35, 32, 4 %, 0 %
58.08 W, 35, 31, 3 %, 0 %
58.08 W, 35, 32, 3 %, 0 %
58.08 W, 35, 31, 0 %, 0 %
58.08 W, 35, 31, 0 %, 0 %
170.99 W, 39, 36, 83 %, 35 %
225.38 W, 40, 37, 83 %, 35 %
212.33 W, 40, 37, 85 %, 35 %
183.60 W, 40, 39, 85 %, 36 %
174.42 W, 41, 38, 85 %, 35 %
220.15 W, 41, 39, 83 %, 35 %
188.01 W, 41, 39, 83 %, 35 %
191.31 W, 41, 39, 85 %, 36 %
220.64 W, 42, 40, 84 %, 36 %
148.57 W, 42, 40, 85 %, 36 %
204.24 W, 42, 39, 85 %, 35 %
221.13 W, 42, 40, 83 %, 35 %
182.74 W, 43, 41, 83 %, 35 %
177.85 W, 43, 41, 84 %, 35 %
176.38 W, 43, 40, 84 %, 35 %
223.92 W, 43, 40, 83 %, 35 %
185.56 W, 43, 41, 84 %, 35 %
151.51 W, 43, 41, 84 %, 35 %
171.97 W, 43, 42, 84 %, 35 %
209.18 W, 43, 41, 83 %, 35 %
184.58 W, 44, 42, 85 %, 36 %
119.74 W, 41, 38, 30 %, 7 %
197.79 W, 44, 42, 68 %, 43 %
161.69 W, 44, 42, 81 %, 34 %
212.05 W, 44, 41, 84 %, 35 %
187.03 W, 45, 42, 83 %, 35 %
160.71 W, 45, 43, 84 %, 35 %
227.15 W, 45, 43, 83 %, 35 %
227.00 W, 45, 43, 83 %, 35 %
192.41 W, 45, 43, 84 %, 35 %
159.24 W, 46, 43, 84 %, 35 %
223.43 W, 46, 43, 83 %, 35 %
183.11 W, 46, 44, 84 %, 35 %
152.49 W, 46, 43, 84 %, 35 %
200.24 W, 46, 43, 82 %, 34 %
212.19 W, 46, 43, 82 %, 34 %
188.62 W, 46, 44, 84 %, 35 %
176.38 W, 46, 44, 83 %, 35 %
158.86 W, 46, 44, 83 %, 35 %
205.75 W, 46, 44, 85 %, 35 %
178.71 W, 47, 45, 85 %, 35 %
156.90 W, 47, 45, 83 %, 35 %
210.86 W, 47, 45, 85 %, 36 %
173.44 W, 47, 45, 85 %, 35 %
71.35 W, 45, 41, 84 %, 35 %
201.57 W, 46, 45, 65 %, 41 %
223.43 W, 46, 44, 79 %, 33 %
193.51 W, 47, 45, 84 %, 35 %
230.27 W, 47, 45, 83 %, 35 %
188.01 W, 47, 45, 83 %, 35 %
180.29 W, 47, 45, 85 %, 36 %
205.49 W, 47, 45, 85 %, 35 %
237.11 W, 47, 45, 84 %, 36 %
182.13 W, 47, 45, 85 %, 36 %
206.46 W, 47, 45, 85 %, 35 %
236.78 W, 47, 45, 83 %, 35 %
189.96 W, 47, 46, 84 %, 35 %
179.32 W, 47, 46, 84 %, 35 %
231.10 W, 47, 45, 84 %, 35 %
194.37 W, 47, 46, 85 %, 35 %
168.92 W, 47, 45, 85 %, 35 %
230.42 W, 47, 45, 83 %, 35 %
186.05 W, 47, 45, 83 %, 35 %
198.77 W, 47, 46, 83 %, 35 %
189.47 W, 47, 46, 83 %, 35 %
180.67 W, 47, 46, 84 %, 35 %
191.43 W, 47, 46, 82 %, 35 %
80.14 W, 46, 43, 85 %, 36 %
206.60 W, 47, 46, 69 %, 44 %
174.91 W, 47, 45, 83 %, 35 %
197.79 W, 47, 45, 84 %, 36 %
